"StichtagDatJahr","DatenstandCd","QuarSort","QuarCd","QuarLang","KreisSort","KreisCd","KreisLang","EigentuemerSSZPubl1Sort","EigentuemerSSZPubl1Cd","EigentuemerSSZPubl1Lang","AnzZimmerLevel2Sort_noDM","AnzZimmerLevel2Cd_noDM","AnzZimmerLevel2Lang_noDM","AnzWhgStat"
2018,"D",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",1,"1","1-Zimmer",898
2018,"D",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",2,"2","2-Zimmer",946
2018,"D",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",3,"3","3-Zimmer",1504
2018,"D",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",4,"4","4-Zimmer",771
2018,"D",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",5,"5","5-Zimmer",217
2018,"D",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",6,"6","6-Zimmer und mehr",31
2018,"D",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",1,"1","1-Zimmer",605
2018,"D",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",2,"2","2-Zimmer",909
2018,"D",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",3,"3","3-Zimmer",1413
2018,"D",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",4,"4","4-Zimmer",752
2018,"D",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",5,"5","5-Zimmer",141
2018,"D",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",6,"6","6-Zimmer und mehr",85
2018,"D",119,"119","Seebach",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",1,"1","1-Zimmer",56
2018,"D",119,"119","Seebach",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",2,"2","2-Zimmer",218
2018,"D",119,"119","Seebach",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",3,"3","3-Zimmer",420
2018,"D",119,"119","Seebach",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",4,"4","4-Zimmer",485
2018,"D",119,"119","Seebach",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",5,"5","5-Zimmer",111
2018,"D",119,"119","Seebach",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",6,"6","6-Zimmer und mehr",17
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",1,"1","Öffentliche Hand",1,"1","1-Zimmer",14
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",1,"1","Öffentliche Hand",2,"2","2-Zimmer",24
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",1,"1","Öffentliche Hand",3,"3","3-Zimmer",90
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",1,"1","Öffentliche Hand",4,"4","4-Zimmer",163
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",1,"1","Öffentliche Hand",5,"5","5-Zimmer",20
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",1,"1","Öffentliche Hand",6,"6","6-Zimmer und mehr",7
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",1,"1","1-Zimmer",57
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",2,"2","2-Zimmer",376
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",3,"3","3-Zimmer",691
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",4,"4","4-Zimmer",806
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",5,"5","5-Zimmer",160
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",6,"6","6-Zimmer und mehr",39
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",1,"1","1-Zimmer",49
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",2,"2","2-Zimmer",113
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",3,"3","3-Zimmer",139
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",4,"4","4-Zimmer",33
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",5,"5","5-Zimmer",29
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",6,"6","6-Zimmer und mehr",2
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",4,"4","Natürliche Personen",1,"1","1-Zimmer",54
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",4,"4","Natürliche Personen",2,"2","2-Zimmer",77
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",4,"4","Natürliche Personen",3,"3","3-Zimmer",136
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",4,"4","Natürliche Personen",4,"4","4-Zimmer",123
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",4,"4","Natürliche Personen",5,"5","5-Zimmer",42
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",4,"4","Natürliche Personen",6,"6","6-Zimmer und mehr",14
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",1,"1","1-Zimmer",13
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",2,"2","2-Zimmer",11
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",3,"3","3-Zimmer",37
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",4,"4","4-Zimmer",34
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",5,"5","5-Zimmer",13
2018,"D",121,"121","Saatlen",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",6,"6","6-Zimmer und mehr",3
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","Öffentliche Hand",1,"1","1-Zimmer",25
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","Öffentliche Hand",2,"2","2-Zimmer",52
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","Öffentliche Hand",3,"3","3-Zimmer",74
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","Öffentliche Hand",4,"4","4-Zimmer",29
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","Öffentliche Hand",5,"5","5-Zimmer",7
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","Öffentliche Hand",6,"6","6-Zimmer und mehr",4
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",1,"1","1-Zimmer",42
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",2,"2","2-Zimmer",327
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",3,"3","3-Zimmer",926
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",4,"4","4-Zimmer",371
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",5,"5","5-Zimmer",43
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",6,"6","6-Zimmer und mehr",8
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",1,"1","1-Zimmer",266
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",2,"2","2-Zimmer",370
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",3,"3","3-Zimmer",587
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",4,"4","4-Zimmer",195
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",5,"5","5-Zimmer",15
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",6,"6","6-Zimmer und mehr",4
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",1,"1","1-Zimmer",455
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",2,"2","2-Zimmer",519
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",3,"3","3-Zimmer",828
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",4,"4","4-Zimmer",283
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",5,"5","5-Zimmer",76
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",6,"6","6-Zimmer und mehr",34
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",1,"1","1-Zimmer",33
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",2,"2","2-Zimmer",78
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",3,"3","3-Zimmer",169
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",4,"4","4-Zimmer",106
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",5,"5","5-Zimmer",23
2018,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",6,"6","6-Zimmer und mehr",4
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",1,"1","1-Zimmer",179
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",2,"2","2-Zimmer",162
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",3,"3","3-Zimmer",95
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",4,"4","4-Zimmer",50
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",5,"5","5-Zimmer",22
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",6,"6","6-Zimmer und mehr",13
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",1,"1","1-Zimmer",130
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",2,"2","2-Zimmer",440
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",3,"3","3-Zimmer",1079
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",4,"4","4-Zimmer",655
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",5,"5","5-Zimmer",79
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",6,"6","6-Zimmer und mehr",8
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",1,"1","1-Zimmer",114
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",2,"2","2-Zimmer",455
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",3,"3","3-Zimmer",770
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",4,"4","4-Zimmer",350
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",5,"5","5-Zimmer",38
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",6,"6","6-Zimmer und mehr",13
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",4,"4","Natürliche Personen",1,"1","1-Zimmer",124
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",4,"4","Natürliche Personen",2,"2","2-Zimmer",232
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",4,"4","Natürliche Personen",3,"3","3-Zimmer",495
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",4,"4","Natürliche Personen",4,"4","4-Zimmer",252
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",4,"4","Natürliche Personen",5,"5","5-Zimmer",68
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",4,"4","Natürliche Personen",6,"6","6-Zimmer und mehr",23
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",1,"1","1-Zimmer",18
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",2,"2","2-Zimmer",45
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",3,"3","3-Zimmer",67
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",4,"4","4-Zimmer",47
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",5,"5","5-Zimmer",51
2018,"D",123,"123","Hirzenbach",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",6,"6","6-Zimmer und mehr",5
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",1,"1","Öffentliche Hand",1,"1","1-Zimmer",124
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",1,"1","Öffentliche Hand",2,"2","2-Zimmer",215
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",1,"1","Öffentliche Hand",3,"3","3-Zimmer",138
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",1,"1","Öffentliche Hand",4,"4","4-Zimmer",61
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",1,"1","Öffentliche Hand",5,"5","5-Zimmer",21
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",1,"1","Öffentliche Hand",6,"6","6-Zimmer und mehr",3
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",2,"2","Wohnbaugenossenschaften",1,"1","1-Zimmer",0
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",2,"2","Wohnbaugenossenschaften",2,"2","2-Zimmer",0
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",2,"2","Wohnbaugenossenschaften",3,"3","3-Zimmer",2
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",2,"2","Wohnbaugenossenschaften",4,"4","4-Zimmer",2
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",2,"2","Wohnbaugenossenschaften",5,"5","5-Zimmer",0
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",2,"2","Wohnbaugenossenschaften",6,"6","6-Zimmer und mehr",0
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",1,"1","1-Zimmer",215
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",2,"2","2-Zimmer",192
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",3,"3","3-Zimmer",104
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",4,"4","4-Zimmer",53
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",5,"5","5-Zimmer",22
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",6,"6","6-Zimmer und mehr",17
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",4,"4","Natürliche Personen",1,"1","1-Zimmer",221
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",4,"4","Natürliche Personen",2,"2","2-Zimmer",289
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",4,"4","Natürliche Personen",3,"3","3-Zimmer",223
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",4,"4","Natürliche Personen",4,"4","4-Zimmer",112
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",4,"4","Natürliche Personen",5,"5","5-Zimmer",37
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",4,"4","Natürliche Personen",6,"6","6-Zimmer und mehr",34
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",1,"1","1-Zimmer",55
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",2,"2","2-Zimmer",63
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",3,"3","3-Zimmer",65
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",4,"4","4-Zimmer",32
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",5,"5","5-Zimmer",16
2019,"D",11,"011","Rathaus",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",6,"6","6-Zimmer und mehr",2
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","Öffentliche Hand",1,"1","1-Zimmer",1
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","Öffentliche Hand",2,"2","2-Zimmer",6
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","Öffentliche Hand",3,"3","3-Zimmer",10
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","Öffentliche Hand",4,"4","4-Zimmer",17
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","Öffentliche Hand",5,"5","5-Zimmer",6
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","Öffentliche Hand",6,"6","6-Zimmer und mehr",2
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",1,"1","1-Zimmer",27
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",2,"2","2-Zimmer",18
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",3,"3","3-Zimmer",11
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",4,"4","4-Zimmer",12
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",5,"5","5-Zimmer",9
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",6,"6","6-Zimmer und mehr",12
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",4,"4","Natürliche Personen",1,"1","1-Zimmer",42
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",4,"4","Natürliche Personen",2,"2","2-Zimmer",21
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",4,"4","Natürliche Personen",3,"3","3-Zimmer",26
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",4,"4","Natürliche Personen",4,"4","4-Zimmer",18
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",4,"4","Natürliche Personen",5,"5","5-Zimmer",10
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",4,"4","Natürliche Personen",6,"6","6-Zimmer und mehr",5
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",1,"1","1-Zimmer",9
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",2,"2","2-Zimmer",19
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",3,"3","3-Zimmer",15
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",4,"4","4-Zimmer",14
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",5,"5","5-Zimmer",8
2019,"D",12,"012","Hochschulen",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",6,"6","6-Zimmer und mehr",3
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","Öffentliche Hand",1,"1","1-Zimmer",27
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","Öffentliche Hand",2,"2","2-Zimmer",61
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","Öffentliche Hand",3,"3","3-Zimmer",32
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","Öffentliche Hand",4,"4","4-Zimmer",17
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","Öffentliche Hand",5,"5","5-Zimmer",5
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","Öffentliche Hand",6,"6","6-Zimmer und mehr",1
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",1,"1","1-Zimmer",44
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",2,"2","2-Zimmer",75
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",3,"3","3-Zimmer",67
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",4,"4","4-Zimmer",35
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",5,"5","5-Zimmer",10
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",6,"6","6-Zimmer und mehr",5
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",4,"4","Natürliche Personen",1,"1","1-Zimmer",74
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",4,"4","Natürliche Personen",2,"2","2-Zimmer",110
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",4,"4","Natürliche Personen",3,"3","3-Zimmer",80
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",4,"4","Natürliche Personen",4,"4","4-Zimmer",56
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",4,"4","Natürliche Personen",5,"5","5-Zimmer",24
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",4,"4","Natürliche Personen",6,"6","6-Zimmer und mehr",12
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",1,"1","1-Zimmer",15
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",2,"2","2-Zimmer",49
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",3,"3","3-Zimmer",16
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",4,"4","4-Zimmer",15
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",5,"5","5-Zimmer",7
2019,"D",13,"013","Lindenhof",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",6,"6","6-Zimmer und mehr",3
2019,"D",14,"014","City",1,"1","Kreis 1",1,"1","Öffentliche Hand",1,"1","1-Zimmer",1
2019,"D",14,"014","City",1,"1","Kreis 1",1,"1","Öffentliche Hand",2,"2","2-Zimmer",17
2019,"D",14,"014","City",1,"1","Kreis 1",1,"1","Öffentliche Hand",3,"3","3-Zimmer",17
2019,"D",14,"014","City",1,"1","Kreis 1",1,"1","Öffentliche Hand",4,"4","4-Zimmer",40
2019,"D",14,"014","City",1,"1","Kreis 1",1,"1","Öffentliche Hand",5,"5","5-Zimmer",16
2019,"D",14,"014","City",1,"1","Kreis 1",1,"1","Öffentliche Hand",6,"6","6-Zimmer und mehr",4
2019,"D",14,"014","City",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",1,"1","1-Zimmer",21
2019,"D",14,"014","City",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",2,"2","2-Zimmer",49
2019,"D",14,"014","City",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",3,"3","3-Zimmer",48
2019,"D",14,"014","City",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",4,"4","4-Zimmer",21
2019,"D",14,"014","City",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",5,"5","5-Zimmer",9
2019,"D",14,"014","City",1,"1","Kreis 1",3,"3","Übrige private Gesellschaften",6,"6","6-Zimmer und mehr",1
2019,"D",14,"014","City",1,"1","Kreis 1",4,"4","Natürliche Personen",1,"1","1-Zimmer",3
2019,"D",14,"014","City",1,"1","Kreis 1",4,"4","Natürliche Personen",2,"2","2-Zimmer",11
2019,"D",14,"014","City",1,"1","Kreis 1",4,"4","Natürliche Personen",3,"3","3-Zimmer",64
2019,"D",14,"014","City",1,"1","Kreis 1",4,"4","Natürliche Personen",4,"4","4-Zimmer",17
2019,"D",14,"014","City",1,"1","Kreis 1",4,"4","Natürliche Personen",5,"5","5-Zimmer",18
2019,"D",14,"014","City",1,"1","Kreis 1",4,"4","Natürliche Personen",6,"6","6-Zimmer und mehr",7
2019,"D",14,"014","City",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",1,"1","1-Zimmer",0
2019,"D",14,"014","City",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",2,"2","2-Zimmer",6
2019,"D",14,"014","City",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",3,"3","3-Zimmer",7
2019,"D",14,"014","City",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",4,"4","4-Zimmer",13
2019,"D",14,"014","City",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",5,"5","5-Zimmer",5
2019,"D",14,"014","City",1,"1","Kreis 1",5,"5","Im Stockwerkeigentum",6,"6","6-Zimmer und mehr",0
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","Öffentliche Hand",1,"1","1-Zimmer",45
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","Öffentliche Hand",2,"2","2-Zimmer",124
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","Öffentliche Hand",3,"3","3-Zimmer",157
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","Öffentliche Hand",4,"4","4-Zimmer",163
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","Öffentliche Hand",5,"5","5-Zimmer",44
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","Öffentliche Hand",6,"6","6-Zimmer und mehr",5
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",1,"1","1-Zimmer",110
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",2,"2","2-Zimmer",559
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",3,"3","3-Zimmer",1039
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",4,"4","4-Zimmer",698
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",5,"5","5-Zimmer",196
2019,"D",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",6,"6","6-Zimmer und mehr",81
